Salt ID,Salt Smiles,Cation Heavy Atoms,Tanimoto Similarity Score,Molecular Relative,Anion,Model Prediction,MD Calculation,Error
C27_A27,C=NC(C)CCNn1cc(C(C)N=C)[n+](P)c1.N#CN=C=[N-],17,0.5201612903225806,1-butyl-3-methylimidazolium,dicyanoazanide,[1304.16  897.96],"547.26, 1124.07","[138.31, 20.12]"
C29_A29,CCCCc1c(C)cc(C)c[n+]1CCCC(S)CCl.NCCCC[C@H](N)C(=O)[O-],19,0.5462184873949579,1-ethyl-2-methylpyridinium,L-lysinate,[1263.5   934.51],"786.71, 1073.74","[60.61, 12.97]"
C31_A31,CNCCC(O)C(F)C[NH+](CCCO)CCCS.NCCCC[C@H](N)C(=O)[O-],18,0.4830508474576271,1-ethylpyridinium,L-lysinate,[1265.51  913.74],"950.53, 1159.50","[33.14, 21.2]"
C34_A34,CC(P)CCC(S)CCC[n+]1cccc(P)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17,0.6129032258064516,1-butyl-2-methylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,[1404.72  944.88],"706.62, 1387.39","[98.79, 31.9]"
C37_A37,CN[n+]1cn(SC(C)(C)C)c(O)c1F.C[C@@H](O)[C@H](N)C(=O)[O-],14,0.5080645161290323,1-butyl-3-methylimidazolium,L-threoninate,[1260.4   898.13],"637.69, 1208.76","[97.65, 25.7]"
C39_A39,CCCC(S)CC(O)CCC([NH3+])(O)C(C)[PH](N)=O.N[C@@H](CO)C(=O)[O-],18,0.5079365079365079,1-ethylpyridinium,L-serinate,[1315.74  981.33],"768.80, 1240.34","[71.14, 20.88]"
C46_A46,CSOS(=O)(=O)C(O)CCCn1cc[n+](C)c1.N#CN=C=[N-],17,0.6504854368932039,1-butyl-3-methylimidazolium,dicyanoazanide,[1361.62  908.68],"501.52, 1312.56","[171.5, 30.77]"
C48_A48,CCC(CCCC(N)Cn1cc(C)[n+](C)c1F)N=N.O=C([O-])C(F)(F)F,19,0.5702127659574469,1-butyl-3-methylimidazolium,trifluoroacetate,[1237.1   949.88],"626.80, 1194.09","[97.37, 20.45]"
C49_A49,CCCCS(=O)c1ccc[n+](C(C)[SH](N)CC)c1C.N[C@@H](CS)C(=O)[O-],19,0.5236220472440944,1-butyl-3-methylimidazolium,L-cysteinate,[1216.38  924.02],"735.14, 1116.18","[65.46, 17.22]"
C56_A56,CCCc1cc(C2CC2)c[n+](C(N)CO)c1.CCOS(=O)(=O)[O-],16,0.5064377682403434,1-butyl-2-methylpyridinium,ethylsulfate,[1291.46  956.5 ],"573.54, 1163.31","[125.17, 17.78]"
C64_A64,N=NOCC[NH2+]C(N=O)C(O)F.O=C([O-])[C@@H]1CCCN1,12,0.4579439252336449,triethyloctylammonium,L-prolinate,[1303.1   913.15],"486.85, 1331.64","[167.66, 31.43]"
C68_A68,CN=NPC(SN=O)[n+]1cn(F)c(P)c1S.CC(=O)[O-],16,0.515625,1-butyl-3-methylimidazolium,acetate,[1298.6   892.62],"419.58, 1422.26","[209.5, 37.24]"
C71_A71,CCOC(=O)C(CCCO)CC[NH+]1C=NC(P)=C1.COS(=O)(=O)[O-],18,0.5080645161290323,triethyloctylammonium,methylsulfate,[1290.64  939.58],"618.82, 1278.01","[108.56, 26.48]"
C75_A75,CCCOS(=O)(=O)C(P)[n+]1ccc(C)cc1CC.[Br-],18,0.5162601626016261,1-ethyl-2-methylpyridinium,bromide,[1398.97  956.94],"465.00, 1367.74","[200.85, 30.03]"
C76_A76,C=Nc1c(CCCl)n(CCS(=O)(=O)P)c(C)[n+]1C.NCCS(=O)(=O)[O-],18,0.5254901960784314,1-butyl-3-methylimidazolium,2-aminoethanesulfonate,[1274.0   952.06],"583.78, 1375.36","[118.23, 30.78]"
C78_A78,CC(C(=O)ON)C(P)C[N+]1(C)CCCCC1.[Br-],16,0.5083333333333333,triethyloctylammonium,bromide,[1309.91  899.27],"475.01, 1383.79","[175.76, 35.01]"
C83_A83,CC(=O)OCC[N+](C)(C)CN.CC(=O)[O-],11,0.38144329896907214,"N,N,N-triethyldodecan-1-aminium",acetate,[1225.51  916.39],"417.59, 1181.83","[193.47, 22.46]"
C84_A84,CCC(C(P)NCn1cc[n+](F)c1)S(=O)O.N#C[C-](C#N)C#N,16,0.5219298245614035,1-butyl-3-methylimidazolium,tricyanomethane,[1321.26  936.3 ],"480.38, 1299.44","[175.04, 27.95]"
C86_A86,CCCC(PC(C)=O)n1c[n+](C(N)F)c(Cl)c1P.[Br-],18,0.5275590551181102,1-butyl-3-methylimidazolium,bromide,[1342.73  892.21],"495.20, 1443.01","[171.15, 38.17]"
C87_A87,N#Cc1c(S)cc(N(P)C2CC2)[n+]([SH]=N)c1P.COP(=O)([O-])OC,17,0.515625,1-butyl-3-methylimidazolium,dimethylphosphate,[1298.41  865.53],"609.67, 1341.50","[112.97, 35.48]"
C88_A88,CCCCC(S)C(S)[NH+]1C=NC(SC)=C1.N#C[S-],15,0.5082644628099173,1-butyl-3-methylimidazolium,thiocyanate,[1381.04  904.06],"443.80, 1217.92","[211.19, 25.77]"
C90_A90,CCCCC(=O)C1COCC(F)[N+]1(C)C(S)CCC.N#C[S-],19,0.5080645161290323,1-isobutyl-3-methylimidazolium,thiocyanate,[1289.98  989.78],"717.40, 1150.04","[79.81, 13.94]"
C93_A93,N#CC1=C(Cl)C(NCl)=C[N+](Cl)=C1.N#C[S-],12,0.512,triethyloctylammonium,thiocyanate,[1392.31  937.82],"257.67, 1514.90","[440.35, 38.09]"
C96_A96,CC(C)(C)c1c[n+](CN)cn1C(N)CO.O=[N+]([O-])[O-],15,0.5413223140495868,1-butyl-3-methylimidazolium,nitrate,[1263.3   940.88],"462.82, 1236.11","[172.96, 23.88]"
C99_A99,CCCC[P+](C)(CCCP)CC(S)C(C)O.N#C[C-](C#N)C#N,16,0.6019417475728155,triethyloctylammonium,tricyanomethane,[1275.13  895.23],"666.11, 1073.29","[91.43, 16.59]"
C04_A04,CC(CNS(C)(=O)=O)CC(N)n1cc[n+](CS)c1.CS(=O)(=O)[O-],18,0.6118721461187214,1-butyl-3-methylimidazolium,methanesulfonate,[1543.06  838.7 ],"553.11, 1365.55","[178.98, 38.58]"
C06_A06,OC(S)(CCC(S)CCP)n1cc[n+](SF)c1F.O=[N+]([O-])[O-],18,0.5238095238095238,1-butyl-3-methylimidazolium,nitrate,[1441.66  903.21],"461.35, 1420.96","[212.49, 36.44]"
C09_A09,Cc1cc[n+](CCS)c(C(F)(F)F)c1.NCCS(=O)(=O)[O-],14,0.5963302752293578,1-ethyl-2-methylpyridinium,2-aminoethanesulfonate,[1651.76  932.92],"477.90, 1396.31","[245.63, 33.19]"
C12_A12,O=C(S)C[n+]1ccn(CC(O)CPCl)c1.COS(=O)(=O)[O-],15,0.6231884057971014,1-isobutyl-3-methylimidazolium,methylsulfate,[1511.13  919.18],"476.06, 1471.68","[217.42, 37.54]"
C13_A13,O=S(=O)(C[n+]1c[nH]c(O)c1)NO.NCCS(=O)(=O)[O-],12,0.5123966942148761,1-ethylpyridinium,2-aminoethanesulfonate,[1499.64  891.12],"438.91, 1596.76","[241.67, 44.19]"
C14_A14,CCCSc1n(S)cc(C(F)(F)F)[n+]1P.COS(=O)(=O)[O-],15,0.5060240963855421,1-ethyl-2-methylpyridinium,methylsulfate,[1569.68  918.23],"448.48, 1464.56","[250.0, 37.3]"
C16_A16,CCCOc1c(S(N)(=O)=O)n(C)c[n+]1C.[Br-],15,0.5177865612648221,1-butyl-3-methylimidazolium,bromide,[1604.88  835.42],"379.21, 1503.20","[323.22, 44.42]"
C18_A18,CC=CC([NH+](C(C)C)C(N)(N=NO)[SH]=PC)[SH](=O)=O.COS(=O)(=O)[O-],19,0.5183673469387755,1-butyl-3-methylimidazolium,methylsulfate,[1429.97  906.14],"605.38, 1351.98","[136.21, 32.98]"
C20_A20,CCCCc1cccc[n+]1CC(O)NS(C)(=O)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,18,0.5872093023255814,"1,2-diethylpyridinium",bis[(trifluoromethyl)sulfonyl]imide,[1481.75  902.73],"677.22, 1471.34","[118.8, 38.65]"
C22_A22,CCCC(Cl)[n+]1cc(N=C=S)n(CCC(C)C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19,0.551440329218107,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,[1532.71  954.57],"632.75, 1428.97","[142.23, 33.2]"
C29_A29,COSC(S)(Cl)[NH2+]CC(O)(O)CCCCCS.C[C@@H](O)[C@H](N)C(=O)[O-],17,0.5206611570247934,triethyloctylammonium,L-threoninate,[1562.26  924.88],"778.63, 1306.51","[100.64, 29.21]"
C32_A32,NC(=O)c1c(O)c(Cl)c(C(=O)O)c(S)[n+]1CP.O=[N+]([O-])[O-],17,0.5234375,1-butyl-3-methylimidazolium,nitrate,[1492.1   925.36],"390.99, 1646.03","[281.62, 43.78]"
C44_A44,C=NC(CCC)(CC(O)(Cl)CC(N)S)[NH+]1C=CN=C1.NCCCC[C@H](N)C(=O)[O-],19,0.5217391304347826,1-butyl-3-methylimidazolium,L-lysinate,[1495.24  935.62],"764.61, 1198.94","[95.56, 21.96]"
C46_A46,CCCC(P)CC[n+]1cc(C(F)(F)F)n(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,18,0.5583333333333333,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,[1537.74  959.07],"730.40, 1408.91","[110.53, 31.93]"
C48_A48,CCOc1cn([PH](C)=O)c(O)[n+]1C.O=S(=O)([O-])C(F)(F)F,13,0.5099601593625498,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,[1599.21  921.63],"426.99, 1439.95","[274.53, 36.0]"
C54_A54,N#COCn1cc[n+](C(F)CO)c1P.O=S(=O)([O-])C(F)(F)F,14,0.5241935483870968,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,[1481.53  871.43],"480.89, 1593.63","[208.08, 45.32]"
C58_A58,C=NC([NH3+])(SC(C)=O)C(O)(O)PCC.NCCCC[C@H](N)C(=O)[O-],14,0.5021459227467812,1-butyl-3-methylimidazolium,L-lysinate,[1489.15  904.49],"675.10, 1220.91","[120.58, 25.92]"
C61_A61,CCc1c(S(C)(=O)=O)[n+](C(N)SC)cn1C.O=S(=O)([O-])C(F)(F)F,16,0.51953125,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,[1493.74  853.63],"504.76, 1422.85","[195.93, 40.01]"
C66_A66,N=S(=O)(Cl)c1cn(CCCl)c[n+]1O.NCCCC[C@H](N)C(=O)[O-],13,0.5282258064516129,1-butyl-3-methylimidazolium,L-lysinate,[1446.14  896.05],"643.48, 1368.76","[124.74, 34.54]"
C67_A67,CCC(C(=O)OC)(C(C)C#N)n1cc[n+](CO)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19,0.5256916996047429,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,[1613.48  882.7 ],"673.07, 1423.00","[139.72, 37.97]"
C72_A72,C[n+]1cc(O)n(C(COF)OCCS)c1.O=C([O-])C(F)(F)F,15,0.5313807531380753,1-isobutyl-3-methylimidazolium,trifluoroacetate,[1537.66  839.76],"470.39, 1384.67","[226.89, 39.35]"
C75_A75,CCCc1cc(Cl)c[n+](CC(CCCS)N=C=S)c1.O=C([O-])[C@@H]1CCCN1,19,0.5304347826086957,1-butyl-2-methylpyridinium,L-prolinate,[1626.79  948.97],"648.38, 1164.14","[150.9, 18.48]"
C78_A78,CCc1c(S)c(C(Cl)CCCl)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16,0.5284552845528455,1-ethyl-2-methylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,[1584.8   949.47],"612.26, 1467.71","[158.84, 35.31]"
C80_A80,CCCC(N)(N)C([NH3+])(C(CPO)PCC)C(P)SCl.C[C@@H](O)[C@H](N)C(=O)[O-],19,0.5138339920948617,1-butyl-3-methylimidazolium,L-threoninate,[1500.71  895.04],"814.16, 1243.91","[84.33, 28.05]"
C82_A82,CCc1cc(O)cc[n+]1N(CC(=O)Cl)S(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17,0.528,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,[1629.2  946.1],"616.63, 1559.29","[164.21, 39.32]"
C83_A83,CCCC(P)CC[n+]1ccn(CC(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16,0.7052631578947368,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,[1619.5   839.31],"669.24, 1418.99","[141.99, 40.85]"
C85_A85,CCC(C(Cl)CF)[n+]1cn(CCNC(C)=O)cc1O.COS(=O)(=O)[O-],19,0.5504201680672269,1-isobutyl-3-methylimidazolium,methylsulfate,[1489.76  873.13],"563.97, 1319.11","[164.16, 33.81]"
C86_A86,CC(=O)C(c1cccc(O)c1F)[n+]1ccn(C)c1P.COS(=O)(=O)[O-],19,0.5234375,1-butyl-3-methylimidazolium,methylsulfate,[1541.15  904.34],"551.17, 1371.23","[179.61, 34.05]"
C90_A90,COC(CCc1cn(C)c[n+]1C(C)(C)P)C(F)(F)F.CCOS(=O)(=O)[O-],19,0.5282258064516129,1-butyl-3-methylimidazolium,ethylsulfate,[1574.61  865.0 ],"622.62, 1265.54","[152.9, 31.65]"
C91_A91,CCCCn1c(CCC)c(S)[n+](Cl)c1CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16,0.5275590551181102,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,[1588.67  837.45],"643.91, 1416.87","[146.72, 40.89]"
C93_A93,Cc1cc(C)[n+](-c2cccc(C(F)(F)F)c2)n1CS.C[C@@H](O)[C@H](N)C(=O)[O-],19,0.5137254901960784,1-butyl-3-methylimidazolium,L-threoninate,[1580.78  874.93],"648.70, 1252.84","[143.68, 30.16]"
C94_A94,Cn1c(S)c(Cl)[n+](CCC(O)CCCS)c1CN.CCCCCCCCOS(=O)(=O)[O-],18,0.5381526104417671,1-butyl-3-methylimidazolium,octyl sulfate,[1544.2   870.37],"872.46, 1206.73","[76.99, 27.87]"
