Salt ID,Salt Smiles,Cation Heavy Atoms,Tanimoto Similarity Score,Molecular Relative,Anion,Model Prediction,MD Calculation,Error
C62_A62,CCCCc1cc[n+](CCC)cc1C(C)C.[Br-],16,0.5491071428571429,1-butyl-2-methylpyridinium,bromide,[ 420.33 1210.84],"489.52, 1099.39","[14.13, 10.14]"
C64_A64,CC(N)CCCn1cc[n+](CCC#N)c1.N#C[S-],15,0.8121212121212121,1-butyl-3-methylimidazolium,thiocyanate,[ 387.59 1210.17],"499.33, 1116.37","[22.38, 8.4]"
C73_A73,CCc1cc(CC)[n+](CN)cc1CC(C)P.N#C[N-]C#N,16,0.5198412698412699,1-butyl-3-methylimidazolium,dicyanamide,[ 430.79 1176.48],"524.94, 1071.43","[17.94, 9.8]"
C74_A74,CPC(P)n1cc[n+](C)c1.N#C[S-],10,0.5053191489361702,1-butyl-3-methylimidazolium,thiocyanate,[ 452.06 1209.39],"336.94, 1220.39","[34.17, 0.9]"
C76_A76,CCCn1cc[n+](SCC(C)C)c1.N#C[N-]C#N,13,0.595,1-isobutyl-3-methylimidazolium,dicyanamide,[ 441.84 1196.06],"475.70, 1058.70","[7.12, 12.97]"
C77_A77,CC[n+]1ccc(cc1)C.C[C@@H](O)[C@H](N)C(=O)[O-],9,0.8373983739837398,1-butyl-2-methylpyridinium,L-threoninate,[ 419.24 1143.62],"556.61, 1097.11","[24.68, 4.24]"
C78_A78,C[N+]1(CCCC1)CCOC.O=C([O-])C(F)(F)F,10,0.6538461538461539,1-methyl-1-propylpyrrolidinium,trifluoroacetate,[ 392.29 1205.88],"436.86, 1254.40","[10.2, 3.87]"
C79_A79,CC[n+]1ccccc1F.N#C[S-],9,0.6464646464646465,1-ethylpyridinium,thiocyanate,[ 430.87 1125.53],"288.19, 1168.77","[49.51, 3.7]"
C80_A80,CCCC[n+]1ccc(N(C)CF)cc1.N[C@@H](CO)C(=O)[O-],14,0.6179775280898876,1-butyl-2-methylpyridinium,L-serinate,[ 414.4  1115.51],"612.42, 1146.27","[32.33, 2.68]"
C82_A82,CC(CN)Cn1cc[n+](C)c1P.N#CN=C=[N-],12,0.6683673469387755,1-isobutyl-3-methylimidazolium,dicyanoazanide,[ 421.34 1202.49],"446.17, 1153.26","[5.57, 4.27]"
C84_A84,c1c[n+](cn1CCC)CCC.O=C([O-])C(F)(F)F,11,0.9612403100775194,1-methyl-3-propylimidazolium,trifluoroacetate,[ 420.48 1202.02],"441.36, 1136.77","[4.73, 5.74]"
C89_A89,CCCn1cc[n+](O)c1C.NCCCC[C@H](N)C(=O)[O-],10,0.6321243523316062,1-butyl-3-methylimidazolium,L-lysinate,[ 418.08 1115.85],"570.35, 1087.73","[26.7, 2.59]"
C91_A91,CCCCn1cc[n+](OCC)c1C.NCCS(=O)(=O)[O-],13,0.5550660792951542,1-butyl-3-methylimidazolium,2-aminoethanesulfonate,[ 413.65 1177.89],"566.04, 1150.63","[26.92, 2.37]"
C95_A95,Cc1cc(C)[n+](C)n1-c1cccc(N=O)c1.O=C([O-])[C@@H]1CCCN1,16,0.5058823529411764,1-butyl-3-methylimidazolium,L-prolinate,[ 422.84 1220.61],"553.29, 1144.77","[23.58, 6.62]"
C96_A96,Cc1c[n+](C)cn1CCOF.NCCS(=O)(=O)[O-],11,0.6795580110497238,1-(2-hydroxyethyl)-3-methylimidazolium,2-aminoethanesulfonate,[ 427.74 1175.96],"438.05, 1299.81","[2.35, 9.53]"
C97_A97,CCCCP[n+]1ccccc1CCN.COS(=O)(=O)[O-],14,0.5432692307692307,1-ethyl-2-methylpyridinium,methylsulfate,[ 425.29 1210.32],"512.31, 1208.91","[16.99, 0.12]"
C99_A99,O=C(OCC)c1ccc[n+](c1)CC.O=[N+]([O-])[O-],13,0.5545454545454546,1-ethyl-2-methylpyridinium,nitrate,[ 440.58 1199.12],"371.11, 1202.51","[18.72, 0.28]"
